Requirement_ID,Requirement,Sub_Feature_ID,Sub_Feature,Test_Case_ID,Test_Case_Name,Feature_Description,Verification_Goal,Stimuli,Test_Type,Coverage_Method,Covergroup_Binding,Assertion_Binding,Sequence_Binding,Criteria_Pass_Fail,Priority,RTL_Reference,Spec_Reference,Status,Implementation_Stage,Implementation_Artifact,Implementation_Notes
PTW-SPEC-IMPORT-PTW-SVA-ARB-006,load/store exception 必须到 L1DTLB 和 L2TLB completion；fetch exception 到 L1ITLB 和 L2TLB；PFU exception 只由 L2TLB/PFU path 消费。,PTW-SVA-ARB-006,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-006,PTW-SVA-ARB-006,load/store exception 必须到 L1DTLB 和 L2TLB completion；fetch exception 到 L1ITLB 和 L2TLB；PFU exception 只由 L2TLB/PFU path 消费。,load/store exception 必须到 L1DTLB 和 L2TLB completion；fetch exception 到 L1ITLB 和 L2TLB；PFU exception 只由 L2TLB/PFU path 消费。,PTW-ADD-005、PTW-FLOW-021,Assertion,Assertion + cover property,PTW-ADD-005、PTW-FLOW-021,PTW-SVA-ARB-006,,load/store exception 必须到 L1DTLB 和 L2TLB completion；fetch exception 到 L1ITLB 和 L2TLB；PFU exception 只由 L2TLB/PFU path 消费。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2280,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-006 | Priority=P0 | 断言要求=load/store exception 必须到 L1DTLB 和 L2TLB completion；fetch exception 到 L1ITLB 和 L2TLB；PFU exception 只由 L2TLB/PFU path 消费。 | 绑定测试点=PTW-ADD-005、PTW-FLOW-021
PTW-SPEC-IMPORT-PTW-SVA-ARB-007,normal refill page size 只能为 1G/2M/4K 编码；vpn/asid/ppn/flg/global/type/id 字段不得为 X。,PTW-SVA-ARB-007,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-007,PTW-SVA-ARB-007,normal refill page size 只能为 1G/2M/4K 编码；vpn/asid/ppn/flg/global/type/id 字段不得为 X。,normal refill page size 只能为 1G/2M/4K 编码；vpn/asid/ppn/flg/global/type/id 字段不得为 X。,PTW-ADD-004/034,Assertion,Assertion + cover property,PTW-ADD-004/034,PTW-SVA-ARB-007,,normal refill page size 只能为 1G/2M/4K 编码；vpn/asid/ppn/flg/global/type/id 字段不得为 X。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2281,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-007 | Priority=P0 | 断言要求=normal refill page size 只能为 1G/2M/4K 编码；vpn/asid/ppn/flg/global/type/id 字段不得为 X。 | 绑定测试点=PTW-ADD-004/034
PTW-SPEC-IMPORT-PTW-SVA-ARB-008,refill data flg bit layout 与 §1.4 一致：[13:9] 扩展属性，RSW 进入 flg，G 不进入 flg。,PTW-SVA-ARB-008,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-008,PTW-SVA-ARB-008,refill data flg bit layout 与 §1.4 一致：[13:9] 扩展属性，RSW 进入 flg，G 不进入 flg。,refill data flg bit layout 与 §1.4 一致：[13:9] 扩展属性，RSW 进入 flg，G 不进入 flg。,PTW-ADD-034,Assertion,Assertion + cover property,PTW-ADD-034,PTW-SVA-ARB-008,,refill data flg bit layout 与 §1.4 一致：[13:9] 扩展属性，RSW 进入 flg，G 不进入 flg。,P1,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2282,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-008 | Priority=P1 | 断言要求=refill data flg bit layout 与 §1.4 一致：[13:9] 扩展属性，RSW 进入 flg，G 不进入 flg。 | 绑定测试点=PTW-ADD-034
PTW-SPEC-IMPORT-PTW-SVA-ARB-009,refill ASID 使用 refill 返回当拍 regs_ptw_cur_asid，不是 request accept 时锁存值。,PTW-SVA-ARB-009,13.21.8 Refill、异常、仲裁与返回目标断言,PTW-SVA-ARB-009,PTW-SVA-ARB-009,refill ASID 使用 refill 返回当拍 regs_ptw_cur_asid，不是 request accept 时锁存值。,refill ASID 使用 refill 返回当拍 regs_ptw_cur_asid，不是 request accept 时锁存值。,PTW-AUD-021,Assertion,Assertion + cover property,PTW-AUD-021,PTW-SVA-ARB-009,,refill ASID 使用 refill 返回当拍 regs_ptw_cur_asid，不是 request accept 时锁存值。,P1,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptwspec.md:2283,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.8 Refill、异常、仲裁与返回目标断言'. Source row: SVA ID=PTW-SVA-ARB-009 | Priority=P1 | 断言要求=refill ASID 使用 refill 返回当拍 regs_ptw_cur_asid，不是 request accept 时锁存值。 | 绑定测试点=PTW-AUD-021
PTW-SPEC-IMPORT-PTW-SVA-ARB-010,PDE cache direct accerr 与 MBUF bus error/TWU accerr 同周期竞争时，输出 access fault 使用 PDE cache type/id。,PTW-SVA-ARB-010,6.5 fault priority SVA,PTW-SVA-ARB-010,PTW-SVA-ARB-010,PDE cache direct accerr 与 MBUF bus error/TWU accerr 同周期竞争时，输出 access fault 使用 PDE cache type/id。,PDE cache direct accerr 与 MBUF bus error/TWU accerr 同周期竞争时，输出 access fault 使用 PDE cache type/id。,,Assertion,Assertion + cover property,,PTW-SVA-ARB-010,,PDE cache direct accerr 与 MBUF bus error/TWU accerr 同周期竞争时，输出 access fault 使用 PDE cache type/id。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptw_pde_cache_pmpflg_uvm_implementation_plan.md:946,Planned/Assertion Spec,PTW-PDE-PMPFLG-UVM-Plan,doc/ptw_uvm_review/ptw_pde_cache_pmpflg_uvm_implementation_plan.md,Imported from heading '6.5 fault priority SVA'. Source row: SVA ID=PTW-SVA-ARB-010 | 断言=PDE cache direct accerr 与 MBUF bus error/TWU accerr 同周期竞争时，输出 access fault 使用 PDE cache type/id。
PTW-SPEC-IMPORT-PTW-SVA-ARB-011,PDE cache direct accerr visible 时 completion class onehot，不能同时 normal refill/page fault。,PTW-SVA-ARB-011,6.5 fault priority SVA,PTW-SVA-ARB-011,PTW-SVA-ARB-011,PDE cache direct accerr visible 时 completion class onehot，不能同时 normal refill/page fault。,PDE cache direct accerr visible 时 completion class onehot，不能同时 normal refill/page fault。,,Assertion,Assertion + cover property,,PTW-SVA-ARB-011,,PDE cache direct accerr visible 时 completion class onehot，不能同时 normal refill/page fault。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptw_pde_cache_pmpflg_uvm_implementation_plan.md:947,Planned/Assertion Spec,PTW-PDE-PMPFLG-UVM-Plan,doc/ptw_uvm_review/ptw_pde_cache_pmpflg_uvm_implementation_plan.md,Imported from heading '6.5 fault priority SVA'. Source row: SVA ID=PTW-SVA-ARB-011 | 断言=PDE cache direct accerr visible 时 completion class onehot，不能同时 normal refill/page fault。
PTW-SPEC-IMPORT-PTW-SVA-ARB-012,PDE cache direct accerr grant 后不再重复返回同一 pending fault。,PTW-SVA-ARB-012,6.5 fault priority SVA,PTW-SVA-ARB-012,PTW-SVA-ARB-012,PDE cache direct accerr grant 后不再重复返回同一 pending fault。,PDE cache direct accerr grant 后不再重复返回同一 pending fault。,,Assertion,Assertion + cover property,,PTW-SVA-ARB-012,,PDE cache direct accerr grant 后不再重复返回同一 pending fault。,P0,mmu/rtl/ptw.sv; mmu/rtl/mmu_arb.sv,doc/ptw_uvm_review/ptw_pde_cache_pmpflg_uvm_implementation_plan.md:948,Planned/Assertion Spec,PTW-PDE-PMPFLG-UVM-Plan,doc/ptw_uvm_review/ptw_pde_cache_pmpflg_uvm_implementation_plan.md,Imported from heading '6.5 fault priority SVA'. Source row: SVA ID=PTW-SVA-ARB-012 | 断言=PDE cache direct accerr grant 后不再重复返回同一 pending fault。
PTW-SPEC-IMPORT-PTW-SVA-CHK-001,leaf 判定为 V && (R || X)；W=1 && !(R || (MXR && X)) 为本设计 write-only fault。,PTW-SVA-CHK-001,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-001,PTW-SVA-CHK-001,leaf 判定为 V && (R || X)；W=1 && !(R || (MXR && X)) 为本设计 write-only fault。,leaf 判定为 V && (R || X)；W=1 && !(R || (MXR && X)) 为本设计 write-only fault。,PTW-AUD-012/013,Assertion,Assertion + cover property,PTW-AUD-012/013,PTW-SVA-CHK-001,,leaf 判定为 V && (R || X)；W=1 && !(R || (MXR && X)) 为本设计 write-only fault。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2199,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-001 | Priority=P0 | 断言要求=leaf 判定为 V && (R || X)；W=1 && !(R || (MXR && X)) 为本设计 write-only fault。 | 绑定测试点=PTW-AUD-012/013
PTW-SPEC-IMPORT-PTW-SVA-CHK-002,fst/scd 非叶合法 pointer 不得 page fault；thd 非叶必须 page fault。,PTW-SVA-CHK-002,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-002,PTW-SVA-CHK-002,fst/scd 非叶合法 pointer 不得 page fault；thd 非叶必须 page fault。,fst/scd 非叶合法 pointer 不得 page fault；thd 非叶必须 page fault。,PTW-ADD-016,Assertion,Assertion + cover property,PTW-ADD-016,PTW-SVA-CHK-002,,fst/scd 非叶合法 pointer 不得 page fault；thd 非叶必须 page fault。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2200,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-002 | Priority=P0 | 断言要求=fst/scd 非叶合法 pointer 不得 page fault；thd 非叶必须 page fault。 | 绑定测试点=PTW-ADD-016
PTW-SPEC-IMPORT-PTW-SVA-CHK-003,fetch leaf fault 公式：!V || write_only || !X || us_fault || !A || huge_align_fault。,PTW-SVA-CHK-003,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-003,PTW-SVA-CHK-003,fetch leaf fault 公式：!V || write_only || !X || us_fault || !A || huge_align_fault。,fetch leaf fault 公式：!V || write_only || !X || us_fault || !A || huge_align_fault。,PTW-ADD-017,Assertion,Assertion + cover property,PTW-ADD-017,PTW-SVA-CHK-003,,fetch leaf fault 公式：!V || write_only || !X || us_fault || !A || huge_align_fault。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2201,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-003 | Priority=P0 | 断言要求=fetch leaf fault 公式：!V || write_only || !X || us_fault || !A || huge_align_fault。 | 绑定测试点=PTW-ADD-017
PTW-SPEC-IMPORT-PTW-SVA-CHK-004,load leaf fault 公式：!V || write_only || (!R && !(MXR && X)) || us_fault || !A || huge_align_fault。,PTW-SVA-CHK-004,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-004,PTW-SVA-CHK-004,load leaf fault 公式：!V || write_only || (!R && !(MXR && X)) || us_fault || !A || huge_align_fault。,load leaf fault 公式：!V || write_only || (!R && !(MXR && X)) || us_fault || !A || huge_align_fault。,PTW-ADD-017,Assertion,Assertion + cover property,PTW-ADD-017,PTW-SVA-CHK-004,,load leaf fault 公式：!V || write_only || (!R && !(MXR && X)) || us_fault || !A || huge_align_fault。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2202,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-004 | Priority=P0 | 断言要求=load leaf fault 公式：!V || write_only || (!R && !(MXR && X)) || us_fault || !A || huge_align_fault。 | 绑定测试点=PTW-ADD-017
PTW-SPEC-IMPORT-PTW-SVA-CHK-005,store leaf fault 公式：!V || write_only || !W || us_fault || !A || !D || huge_align_fault。,PTW-SVA-CHK-005,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-005,PTW-SVA-CHK-005,store leaf fault 公式：!V || write_only || !W || us_fault || !A || !D || huge_align_fault。,store leaf fault 公式：!V || write_only || !W || us_fault || !A || !D || huge_align_fault。,PTW-ADD-017,Assertion,Assertion + cover property,PTW-ADD-017,PTW-SVA-CHK-005,,store leaf fault 公式：!V || write_only || !W || us_fault || !A || !D || huge_align_fault。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2203,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-005 | Priority=P0 | 断言要求=store leaf fault 公式：!V || write_only || !W || us_fault || !A || !D || huge_align_fault。 | 绑定测试点=PTW-ADD-017
PTW-SPEC-IMPORT-PTW-SVA-CHK-006,PFU leaf fault 公式：!V || write_only || us_fault || !A || huge_align_fault；PFU 不要求 R/MXR/X/D。,PTW-SVA-CHK-006,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-006,PTW-SVA-CHK-006,PFU leaf fault 公式：!V || write_only || us_fault || !A || huge_align_fault；PFU 不要求 R/MXR/X/D。,PFU leaf fault 公式：!V || write_only || us_fault || !A || huge_align_fault；PFU 不要求 R/MXR/X/D。,PTW-ADD-033,Assertion,Assertion + cover property,PTW-ADD-033,PTW-SVA-CHK-006,,PFU leaf fault 公式：!V || write_only || us_fault || !A || huge_align_fault；PFU 不要求 R/MXR/X/D。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2204,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-006 | Priority=P0 | 断言要求=PFU leaf fault 公式：!V || write_only || us_fault || !A || huge_align_fault；PFU 不要求 R/MXR/X/D。 | 绑定测试点=PTW-ADD-033
PTW-SPEC-IMPORT-PTW-SVA-CHK-007,effective M 跳过 U/S；effective S 访问 U page 且 SUM=0 fault；effective U 访问 S page fault。,PTW-SVA-CHK-007,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-007,PTW-SVA-CHK-007,effective M 跳过 U/S；effective S 访问 U page 且 SUM=0 fault；effective U 访问 S page fault。,effective M 跳过 U/S；effective S 访问 U page 且 SUM=0 fault；effective U 访问 S page fault。,PTW-ADD-019/030,Assertion,Assertion + cover property,PTW-ADD-019/030,PTW-SVA-CHK-007,,effective M 跳过 U/S；effective S 访问 U page 且 SUM=0 fault；effective U 访问 S page fault。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2205,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-007 | Priority=P0 | 断言要求=effective M 跳过 U/S；effective S 访问 U page 且 SUM=0 fault；effective U 访问 S page fault。 | 绑定测试点=PTW-ADD-019/030
PTW-SPEC-IMPORT-PTW-SVA-CHK-008,1G leaf PPN[1:0]!=0 或 2M leaf PPN[0]!=0 必须 page fault，且不得进入 sysmap/degrade/refill。,PTW-SVA-CHK-008,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-008,PTW-SVA-CHK-008,1G leaf PPN[1:0]!=0 或 2M leaf PPN[0]!=0 必须 page fault，且不得进入 sysmap/degrade/refill。,1G leaf PPN[1:0]!=0 或 2M leaf PPN[0]!=0 必须 page fault，且不得进入 sysmap/degrade/refill。,PTW-ADD-020、MAEE-TP-011,Assertion,Assertion + cover property,PTW-ADD-020、MAEE-TP-011,PTW-SVA-CHK-008,,1G leaf PPN[1:0]!=0 或 2M leaf PPN[0]!=0 必须 page fault，且不得进入 sysmap/degrade/refill。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2206,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-008 | Priority=P0 | 断言要求=1G leaf PPN[1:0]!=0 或 2M leaf PPN[0]!=0 必须 page fault，且不得进入 sysmap/degrade/refill。 | 绑定测试点=PTW-ADD-020、MAEE-TP-011
PTW-SPEC-IMPORT-PTW-SVA-CHK-009,PTE[58:38] 和 RSW 不参与 page fault；RSW 非零不能触发 page fault。,PTW-SVA-CHK-009,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-009,PTW-SVA-CHK-009,PTE[58:38] 和 RSW 不参与 page fault；RSW 非零不能触发 page fault。,PTE[58:38] 和 RSW 不参与 page fault；RSW 非零不能触发 page fault。,PTW-ADD-001/002,Assertion,Assertion + cover property,PTW-ADD-001/002,PTW-SVA-CHK-009,,PTE[58:38] 和 RSW 不参与 page fault；RSW 非零不能触发 page fault。,P1,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2207,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-009 | Priority=P1 | 断言要求=PTE[58:38] 和 RSW 不参与 page fault；RSW 非零不能触发 page fault。 | 绑定测试点=PTW-ADD-001/002
PTW-SPEC-IMPORT-PTW-SVA-CHK-010,raw G 不进入 data flg，只进入 tag/global；非叶 G 不向下 OR。,PTW-SVA-CHK-010,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-010,PTW-SVA-CHK-010,raw G 不进入 data flg，只进入 tag/global；非叶 G 不向下 OR。,raw G 不进入 data flg，只进入 tag/global；非叶 G 不向下 OR。,PTW-ADD-003/034,Assertion,Assertion + cover property,PTW-ADD-003/034,PTW-SVA-CHK-010,,raw G 不进入 data flg，只进入 tag/global；非叶 G 不向下 OR。,P1,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2208,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-010 | Priority=P1 | 断言要求=raw G 不进入 data flg，只进入 tag/global；非叶 G 不向下 OR。 | 绑定测试点=PTW-ADD-003/034
PTW-SPEC-IMPORT-PTW-SVA-CHK-011,page fault 请求不得产生 normal refill、PDE update 或下一级 PMP request。,PTW-SVA-CHK-011,13.21.6 CHK/PTE/page fault 断言,PTW-SVA-CHK-011,PTW-SVA-CHK-011,page fault 请求不得产生 normal refill、PDE update 或下一级 PMP request。,page fault 请求不得产生 normal refill、PDE update 或下一级 PMP request。,PTW-FLOW-012..014,Assertion,Assertion + cover property,PTW-FLOW-012..014,PTW-SVA-CHK-011,,page fault 请求不得产生 normal refill、PDE update 或下一级 PMP request。,P0,mmu/rtl/twu.sv,doc/ptw_uvm_review/ptwspec.md:2209,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.6 CHK/PTE/page fault 断言'. Source row: SVA ID=PTW-SVA-CHK-011 | Priority=P0 | 断言要求=page fault 请求不得产生 normal refill、PDE update 或下一级 PMP request。 | 绑定测试点=PTW-FLOW-012..014
PTW-SPEC-IMPORT-PTW-SVA-CTX-001,reset 清 PDE cache、TWU valid、mbuf entry、refill/exception visible state；PTW/L1TLB/L2TLB 输出 valid 拉低。,PTW-SVA-CTX-001,13.21.10 Reset、satp/PMP 改变与 abort 断言,PTW-SVA-CTX-001,PTW-SVA-CTX-001,reset 清 PDE cache、TWU valid、mbuf entry、refill/exception visible state；PTW/L1TLB/L2TLB 输出 valid 拉低。,reset 清 PDE cache、TWU valid、mbuf entry、refill/exception visible state；PTW/L1TLB/L2TLB 输出 valid 拉低。,§11.1,Assertion,Assertion + cover property,§11.1,PTW-SVA-CTX-001,,reset 清 PDE cache、TWU valid、mbuf entry、refill/exception visible state；PTW/L1TLB/L2TLB 输出 valid 拉低。,P0,mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv; mmu/rtl/ptw_mbuf.sv,doc/ptw_uvm_review/ptwspec.md:2322,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.10 Reset、satp/PMP 改变与 abort 断言'. Source row: SVA ID=PTW-SVA-CTX-001 | Priority=P0 | 断言要求=reset 清 PDE cache、TWU valid、mbuf entry、refill/exception visible state；PTW/L1TLB/L2TLB 输出 valid 拉低。 | 绑定测试点=§11.1
PTW-SPEC-IMPORT-PTW-SVA-CTX-002,regs_ptw_clr 或 pmp_regs_update 只清 PDE cache，不清 in-flight TWU/mbuf/refill/exception；旧 in-flight 后续非叶 no-fault 可重新 update PDE。,PTW-SVA-CTX-002,13.21.10 Reset、satp/PMP 改变与 abort 断言,PTW-SVA-CTX-002,PTW-SVA-CTX-002,regs_ptw_clr 或 pmp_regs_update 只清 PDE cache，不清 in-flight TWU/mbuf/refill/exception；旧 in-flight 后续非叶 no-fault 可重新 update PDE。,regs_ptw_clr 或 pmp_regs_update 只清 PDE cache，不清 in-flight TWU/mbuf/refill/exception；旧 in-flight 后续非叶 no-fault 可重新 update PDE。,§11.2-11.3,Assertion,Assertion + cover property,§11.2-11.3,PTW-SVA-CTX-002,,regs_ptw_clr 或 pmp_regs_update 只清 PDE cache，不清 in-flight TWU/mbuf/refill/exception；旧 in-flight 后续非叶 no-fault 可重新 update PDE。,P0,mmu/rtl/ptw.sv; mmu/rtl/PDE_cache.sv; mmu/rtl/ptw_mbuf.sv,doc/ptw_uvm_review/ptwspec.md:2323,Planned/Assertion Spec,PTW-SVA-Spec-Import,doc/ptw_uvm_review/ptwspec.md,Imported from heading '13.21.10 Reset、satp/PMP 改变与 abort 断言'. Source row: SVA ID=PTW-SVA-CTX-002 | Priority=P0 | 断言要求=regs_ptw_clr 或 pmp_regs_update 只清 PDE cache，不清 in-flight TWU/mbuf/refill/exception；旧 in-flight 后续非叶 no-fault 可重新 update PDE。 | 绑定测试点=§11.2-11.3
